claim_id,app,category,dimension,pass1_claim,pass1_verdict,pass2_verified_claim,pass2_verdict,evidence_url,resolution_type
16,DealCloud,CRM and Sales,secondary_blockers,"['Admin must enable API capability in User Management (Capabilities > Site Areas > API)', 'OAuth2 to",VERIFIED_CORRECT,"['Admin must enable API capability in User Management (Capabilities > Site Areas > API)', 'OAuth2 to",VERIFIED_CORRECT,https://api.docs.dealcloud.com/docs,CONFIRMED_AGAINST_PRIMARY_DOCS
17,DealCloud,CRM and Sales,evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://api.docs.dealcloud.com/docs,CONFIRMED_AGAINST_PRIMARY_DOCS
18,DealCloud,CRM and Sales,evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://api.docs.dealcloud.com/docs,CONFIRMED_AGAINST_PRIMARY_DOCS
19,DealCloud,CRM and Sales,confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://api.docs.dealcloud.com/docs,CONFIRMED_AGAINST_PRIMARY_DOCS
20,Gladly,Support and Helpdesk,app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
21,Gladly,Support and Helpdesk,category,Support and Helpdesk,VERIFIED_CORRECT,Support and Helpdesk,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
22,Gladly,Support and Helpdesk,description,"People-centered customer service platform unifying customer communication history, voice, and omnich",VERIFIED_CORRECT,"People-centered customer service platform unifying customer communication history, voice, and omnich",VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
23,Gladly,Support and Helpdesk,auth_methods,['HTTP Basic Authentication (user@organization.com : API_Token)'],VERIFIED_CORRECT,['HTTP Basic Authentication (user@organization.com : API_Token)'],VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
24,Gladly,Support and Helpdesk,credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,ADMIN_APPROVAL,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
25,Gladly,Support and Helpdesk,free_or_trial_access,Enterprise subscription; dedicated sandbox testing available at https://{organization}.gladly.qa.,VERIFIED_CORRECT,Enterprise subscription; dedicated sandbox testing available at https://{organization}.gladly.qa.,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
26,Gladly,Support and Helpdesk,api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
27,Gladly,Support and Helpdesk,api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
28,Gladly,Support and Helpdesk,api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
29,Gladly,Support and Helpdesk,documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
30,Gladly,Support and Helpdesk,mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
31,Gladly,Support and Helpdesk,mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
32,Gladly,Support and Helpdesk,mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
33,Gladly,Support and Helpdesk,buildability,HIGH,UNSUPPORTED_OR_INCORRECT,MEDIUM,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
34,Gladly,Support and Helpdesk,primary_blocker,None,UNSUPPORTED_OR_INCORRECT,Enterprise-only access / Admin approval,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
35,Gladly,Support and Helpdesk,secondary_blockers,"[""Requires Gladly Administrator to assign 'API User' permission under Settings > Users before creati",VERIFIED_CORRECT,"[""Requires Gladly Administrator to assign 'API User' permission under Settings > Users before creati",VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
36,Gladly,Support and Helpdesk,evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
37,Gladly,Support and Helpdesk,evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
38,Gladly,Support and Helpdesk,confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer.gladly.com/rest/#section/Authentication,CONFIRMED_AGAINST_PRIMARY_DOCS
39,WhatsApp Business,Communications and Messaging,app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
40,WhatsApp Business,Communications and Messaging,category,Communications and Messaging,VERIFIED_CORRECT,Communications and Messaging,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
41,WhatsApp Business,Communications and Messaging,description,"Enterprise customer messaging platform by Meta for business messaging, notifications, and customer s",VERIFIED_CORRECT,"Enterprise customer messaging platform by Meta for business messaging, notifications, and customer s",VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
42,WhatsApp Business,Communications and Messaging,auth_methods,"['OAuth 2.0 (Meta App Review)', 'Bearer Token (Permanent System User Access Token)', 'Temporary Sand",VERIFIED_CORRECT,"['OAuth 2.0 (Meta App Review)', 'Bearer Token (Permanent System User Access Token)', 'Temporary Sand",VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
43,WhatsApp Business,Communications and Messaging,credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,SELF_SERVE_WITH_PLAN_REQUIREMENT,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
44,WhatsApp Business,Communications and Messaging,free_or_trial_access,Free sandbox development environment with test phone numbers via Meta for Developers dashboard; prod,VERIFIED_CORRECT,Free sandbox development environment with test phone numbers via Meta for Developers dashboard; prod,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
45,WhatsApp Business,Communications and Messaging,api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
46,WhatsApp Business,Communications and Messaging,api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
47,WhatsApp Business,Communications and Messaging,api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
48,WhatsApp Business,Communications and Messaging,documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
49,WhatsApp Business,Communications and Messaging,mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
50,WhatsApp Business,Communications and Messaging,mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
51,WhatsApp Business,Communications and Messaging,mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
52,WhatsApp Business,Communications and Messaging,buildability,HIGH,UNSUPPORTED_OR_INCORRECT,MEDIUM,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
53,WhatsApp Business,Communications and Messaging,primary_blocker,None,UNSUPPORTED_OR_INCORRECT,Meta Business Portfolio Verification & App Review for production live phone numbers,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
54,WhatsApp Business,Communications and Messaging,secondary_blockers,['24-hour customer service window rule for non-template messages; pre-approved templates required fo,AMBIGUOUS,['24-hour customer service window rule for non-template messages; pre-approved templates required fo,VERIFIED_WITH_EXPLICIT_UNCERTAINTY,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,PRESERVED_DELIBERATE_UNCERTAINTY
55,WhatsApp Business,Communications and Messaging,evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
56,WhatsApp Business,Communications and Messaging,evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
57,WhatsApp Business,Communications and Messaging,confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developers.facebook.com/docs/whatsapp/cloud-api/get-started,CONFIRMED_AGAINST_PRIMARY_DOCS
58,Google Ads,"Marketing, Ads, Email and Social",app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
59,Google Ads,"Marketing, Ads, Email and Social",category,"Marketing, Ads, Email and Social",VERIFIED_CORRECT,"Marketing, Ads, Email and Social",VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
60,Google Ads,"Marketing, Ads, Email and Social",description,"Online advertising platform for search, display, video, and app campaigns across Google networks wit",VERIFIED_CORRECT,"Online advertising platform for search, display, video, and app campaigns across Google networks wit",VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
61,Google Ads,"Marketing, Ads, Email and Social",auth_methods,"['OAuth 2.0 (Bearer Token with scope https://www.googleapis.com/auth/adwords)', 'Service Account Key",VERIFIED_CORRECT,"['OAuth 2.0 (Bearer Token with scope https://www.googleapis.com/auth/adwords)', 'Service Account Key",VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
62,Google Ads,"Marketing, Ads, Email and Social",credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,ADMIN_APPROVAL,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
63,Google Ads,"Marketing, Ads, Email and Social",free_or_trial_access,Test accounts and test developer tokens are free; production access requires approved Developer Toke,VERIFIED_CORRECT,Test accounts and test developer tokens are free; production access requires approved Developer Toke,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
64,Google Ads,"Marketing, Ads, Email and Social",api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
65,Google Ads,"Marketing, Ads, Email and Social",api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
66,Google Ads,"Marketing, Ads, Email and Social",api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
67,Google Ads,"Marketing, Ads, Email and Social",documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
68,Google Ads,"Marketing, Ads, Email and Social",mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
69,Google Ads,"Marketing, Ads, Email and Social",mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
70,Google Ads,"Marketing, Ads, Email and Social",mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
71,Google Ads,"Marketing, Ads, Email and Social",buildability,HIGH,UNSUPPORTED_OR_INCORRECT,MEDIUM,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
72,Google Ads,"Marketing, Ads, Email and Social",primary_blocker,None,UNSUPPORTED_OR_INCORRECT,Developer Token approval review for production access,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
73,Google Ads,"Marketing, Ads, Email and Social",secondary_blockers,"['Dual auth requirement (OAuth 2.0 token / Service Account + developer-token header)', 'Google Ads Q",AMBIGUOUS,"['Dual auth requirement (OAuth 2.0 token / Service Account + developer-token header)', 'Google Ads Q",VERIFIED_WITH_EXPLICIT_UNCERTAINTY,https://github.com/googleads/google-ads-mcp,PRESERVED_DELIBERATE_UNCERTAINTY
74,Google Ads,"Marketing, Ads, Email and Social",evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
75,Google Ads,"Marketing, Ads, Email and Social",evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
76,Google Ads,"Marketing, Ads, Email and Social",confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://github.com/googleads/google-ads-mcp,CONFIRMED_AGAINST_PRIMARY_DOCS
77,LinkedIn Ads,"Marketing, Ads, Email and Social",app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
78,LinkedIn Ads,"Marketing, Ads, Email and Social",category,"Marketing, Ads, Email and Social",VERIFIED_CORRECT,"Marketing, Ads, Email and Social",VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
79,LinkedIn Ads,"Marketing, Ads, Email and Social",description,"B2B social advertising platform for sponsored content, messaging ads, and lead gen campaigns.",VERIFIED_CORRECT,"B2B social advertising platform for sponsored content, messaging ads, and lead gen campaigns.",VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
80,LinkedIn Ads,"Marketing, Ads, Email and Social",auth_methods,['OAuth 2.0 (3-legged Bearer)'],VERIFIED_CORRECT,['OAuth 2.0 (3-legged Bearer)'],VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
81,LinkedIn Ads,"Marketing, Ads, Email and Social",credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,PARTNER_OR_SALES_GATED,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
82,LinkedIn Ads,"Marketing, Ads, Email and Social",free_or_trial_access,Requires formal application to LinkedIn Marketing Developer Platform (MDP); sandbox test apps availa,VERIFIED_CORRECT,Requires formal application to LinkedIn Marketing Developer Platform (MDP); sandbox test apps availa,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
83,LinkedIn Ads,"Marketing, Ads, Email and Social",api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
84,LinkedIn Ads,"Marketing, Ads, Email and Social",api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
85,LinkedIn Ads,"Marketing, Ads, Email and Social",api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
86,LinkedIn Ads,"Marketing, Ads, Email and Social",documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
87,LinkedIn Ads,"Marketing, Ads, Email and Social",mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
88,LinkedIn Ads,"Marketing, Ads, Email and Social",mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
89,LinkedIn Ads,"Marketing, Ads, Email and Social",mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
90,LinkedIn Ads,"Marketing, Ads, Email and Social",buildability,HIGH,UNSUPPORTED_OR_INCORRECT,MEDIUM,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
91,LinkedIn Ads,"Marketing, Ads, Email and Social",primary_blocker,None,UNSUPPORTED_OR_INCORRECT,Marketing Developer Platform (MDP) application review & Partner Program approval,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
92,LinkedIn Ads,"Marketing, Ads, Email and Social",secondary_blockers,"['Private endpoints (Matched Audiences, Audience Insights, Media Planning, Company Intelligence) req",VERIFIED_CORRECT,"['Private endpoints (Matched Audiences, Audience Insights, Media Planning, Company Intelligence) req",VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
93,LinkedIn Ads,"Marketing, Ads, Email and Social",evidence_claims,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
94,LinkedIn Ads,"Marketing, Ads, Email and Social",evidence_urls,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
95,LinkedIn Ads,"Marketing, Ads, Email and Social",confidence_score,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://learn.microsoft.com/en-us/linkedin/marketing/overview,CONFIRMED_AGAINST_PRIMARY_DOCS
96,Amazon Selling Partner,Ecommerce,app_name,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
97,Amazon Selling Partner,Ecommerce,category,Ecommerce,VERIFIED_CORRECT,Ecommerce,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
98,Amazon Selling Partner,Ecommerce,description,"Comprehensive suite of REST-based APIs for Amazon sellers and vendors to manage orders, inventory, l",VERIFIED_CORRECT,"Comprehensive suite of REST-based APIs for Amazon sellers and vendors to manage orders, inventory, l",VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
99,Amazon Selling Partner,Ecommerce,auth_methods,"['Login with Amazon (LWA) OAuth 2.0 (x-amz-access-token Header)', 'Restricted Data Token (RDT via To",VERIFIED_CORRECT,"['Login with Amazon (LWA) OAuth 2.0 (x-amz-access-token Header)', 'Restricted Data Token (RDT via To",VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
100,Amazon Selling Partner,Ecommerce,credential_access,SELF_SERVE,UNSUPPORTED_OR_INCORRECT,PARTNER_OR_SALES_GATED,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
101,Amazon Selling Partner,Ecommerce,free_or_trial_access,Requires registered Amazon Seller Central account and approved Developer Profile application with Re,VERIFIED_CORRECT,Requires registered Amazon Seller Central account and approved Developer Profile application with Re,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
102,Amazon Selling Partner,Ecommerce,api_availability,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
103,Amazon Selling Partner,Ecommerce,api_type,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
104,Amazon Selling Partner,Ecommerce,api_breadth,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
105,Amazon Selling Partner,Ecommerce,documentation_quality,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
106,Amazon Selling Partner,Ecommerce,mcp_status,,UNSUPPORTED_OR_INCORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CORRECTED_VIA_HEURISTIC_AND_HUMAN_AUDIT
107,Amazon Selling Partner,Ecommerce,mcp_official,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
108,Amazon Selling Partner,Ecommerce,mcp_url,,VERIFIED_CORRECT,,VERIFIED_CORRECT,https://developer-docs.amazon.com/sp-api/docs/connecting-to-the-selling-partner-api,CONFIRMED_AGAINST_PRIMARY_DOCS
